Frame,Driver,Speed,Sector,Lap
1,VERSTAPPEN,233,Sector 3,34 / 53
301,VERSTAPPEN,252,Sector 3,34 / 53
601,VERSTAPPEN,98,Sector 3,35 / 53
901,VERSTAPPEN,309,Sector 1,35 / 53
1201,VERSTAPPEN,246,Sector 1,35 / 53
1501,VERSTAPPEN,116,Sector 1,35 / 53
1801,VERSTAPPEN,207,Sector 2,35 / 53
2101,VERSTAPPEN,309,Sector 2,35 / 53
2401,VERSTAPPEN,109,Sector 2,35 / 53
2701,VERSTAPPEN,297,Sector 2,35 / 53
3001,VERSTAPPEN,216,Sector 3,35 / 53
3301,VERSTAPPEN,141,Sector 3,35 / 53
3601,VERSTAPPEN,219,Sector 3,35 / 53
3901,VERSTAPPEN,178,Sector 3,36 / 53
4201,VERSTAPPEN,305,Sector 1,36 / 53
4501,VERSTAPPEN,271,Sector 1,36 / 53
4801,VERSTAPPEN,114,Sector 1,36 / 53
5101,VERSTAPPEN,247,Sector 2,36 / 53
5401,VERSTAPPEN,304,Sector 2,36 / 53
