,Frame,Driver,Speed,Sector,Lap,Time,T_Delta
0,146,VERSTAPPEN,294,Sector 1,Q1,"1:04,249",0.02968938437806759
0,147,VERSTAPPEN,294,Sector 1,Q1,"1:04,249",0.02968938437806759
0,148,VERSTAPPEN,296,Sector 1,Q1,"1:04,249",0.02968938437806759
0,149,VERSTAPPEN,296,Sector 1,Q1,"1:04,249",0.02968938437806759
0,150,VERSTAPPEN,296,Sector 1,Q1,"1:04,249",0.02968938437806759
0,151,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,152,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,153,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,154,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,155,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,156,VERSTAPPEN,297,Sector 1,Q1,"1:04,249",0.02968938437806759
0,157,VERSTAPPEN,298,Sector 1,Q1,"1:04,249",0.02968938437806759
0,158,VERSTAPPEN,298,Sector 1,Q1,"1:04,249",0.02968938437806759
0,159,VERSTAPPEN,299,Sector 1,Q1,"1:04,249",0.02968938437806759
0,160,VERSTAPPEN,299,Sector 1,Q1,"1:04,249",0.02968938437806759
0,161,VERSTAPPEN,299,Sector 1,Q1,"1:04,249",0.02968938437806759
0,162,VERSTAPPEN,299,Sector 1,Q1,"1:04,249",0.02968938437806759
0,163,VERSTAPPEN,299,Sector 1,Q1,"1:04,249",0.02968938437806759
0,164,VERSTAPPEN,300,Sector 1,Q1,"1:04,249",0.02968938437806759
0,165,VERSTAPPEN,300,Sector 1,Q1,"1:04,249",0.02968938437806759
0,166,VERSTAPPEN,301,Sector 1,Q1,"1:04,249",0.02968938437806759
0,167,VERSTAPPEN,301,Sector 1,Q1,"1:04,249",0.02968938437806759
0,168,VERSTAPPEN,301,Sector 1,Q1,"1:04,249",0.02968938437806759
0,169,VERSTAPPEN,301,Sector 1,Q1,"1:04,249",0.02968938437806759
