,Frame,Driver,Speed,Sector,Lap,Time,T_Delta
0,83,ALONSO,296,Sector 1,Q1,1:04.472,0.029868594
0,84,ALONSO,296,Sector 1,Q1,1:04.472,0.029868594
0,85,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,86,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,87,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,88,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,89,ALONSO,298,Sector 1,Q1,1:04.472,0.029868594
0,90,ALONSO,298,Sector 1,Q1,1:04.472,0.029868594
0,91,ALONSO,298,Sector 1,Q1,1:04.472,0.029868594
0,92,ALONSO,298,Sector 1,Q1,1:04.472,0.029868594
0,93,ALONSO,298,Sector 1,Q1,1:04.472,0.029868594
0,94,ALONSO,299,Sector 1,Q1,1:04.472,0.029868594
0,95,ALONSO,299,Sector 1,Q1,1:04.472,0.029868594
0,96,ALONSO,299,Sector 1,Q1,1:04.472,0.029868594
0,97,ALONSO,300,Sector 1,Q1,1:04.472,0.029868594
0,98,ALONSO,300,Sector 1,Q1,1:04.472,0.029868594
0,99,ALONSO,301,Sector 1,Q1,1:04.472,0.029868594
0,100,ALONSO,301,Sector 1,Q1,1:04.472,0.029868594
0,101,ALONSO,301,Sector 1,Q1,1:04.472,0.029868594
0,102,ALONSO,301,Sector 1,Q1,1:04.472,0.029868594
0,103,ALONSO,301,Sector 1,Q1,1:04.472,0.029868594
0,104,ALONSO,302,Sector 1,Q1,1:04.472,0.029868594
0,105,ALONSO,303,Sector 1,Q1,1:04.472,0.029868594
0,106,ALONSO,303,Sector 1,Q1,1:04.472,0.029868594
0,107,ALONSO,304,Sector 1,Q1,1:04.472,0.029868594
0,108,ALONSO,304,Sector 1,Q1,1:04.472,0.029868594
0,109,ALONSO,305,Sector 1,Q1,1:04.472,0.029868594
0,110,ALONSO,305,Sector 1,Q1,1:04.472,0.029868594
0,111,ALONSO,305,Sector 1,Q1,1:04.472,0.029868594
0,112,ALONSO,306,Sector 1,Q1,1:04.472,0.029868594
0,113,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,114,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,115,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,116,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,117,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,118,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,119,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,120,ALONSO,307,Sector 1,Q1,1:04.472,0.029868594
0,121,ALONSO,308,Sector 1,Q1,1:04.472,0.029868594
0,122,ALONSO,308,Sector 1,Q1,1:04.472,0.029868594
0,123,ALONSO,308,Sector 1,Q1,1:04.472,0.029868594
0,124,ALONSO,308,Sector 1,Q1,1:04.472,0.029868594
0,125,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,126,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,127,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,128,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,129,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,130,ALONSO,310,Sector 1,Q1,1:04.472,0.029868594
0,131,ALONSO,310,Sector 1,Q1,1:04.472,0.029868594
0,132,ALONSO,310,Sector 1,Q1,1:04.472,0.029868594
0,133,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,134,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,135,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,136,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,137,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,138,ALONSO,311,Sector 1,Q1,1:04.472,0.029868594
0,139,ALONSO,312,Sector 1,Q1,1:04.472,0.029868594
0,140,ALONSO,312,Sector 1,Q1,1:04.472,0.029868594
0,141,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,142,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,143,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,144,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,145,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,146,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,147,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,148,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,149,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,150,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,151,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,152,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,153,ALONSO,315,Sector 1,Q1,1:04.472,0.029868594
0,154,ALONSO,315,Sector 1,Q1,1:04.472,0.029868594
0,155,ALONSO,315,Sector 1,Q1,1:04.472,0.029868594
0,156,ALONSO,316,Sector 1,Q1,1:04.472,0.029868594
0,157,ALONSO,316,Sector 1,Q1,1:04.472,0.029868594
0,158,ALONSO,316,Sector 1,Q1,1:04.472,0.029868594
0,159,ALONSO,316,Sector 1,Q1,1:04.472,0.029868594
0,160,ALONSO,316,Sector 1,Q1,1:04.472,0.029868594
0,161,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,162,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,163,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,164,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,165,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,166,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,167,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,168,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,169,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,170,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,171,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,172,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,173,ALONSO,317,Sector 1,Q1,1:04.472,0.029868594
0,174,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,175,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,176,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,177,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,178,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,179,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,180,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,181,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,182,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,183,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,184,ALONSO,319,Sector 1,Q1,1:04.472,0.029868594
0,185,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,186,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,187,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,188,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,189,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,190,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,191,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,192,ALONSO,318,Sector 1,Q1,1:04.472,0.029868594
0,193,ALONSO,314,Sector 1,Q1,1:04.472,0.029868594
0,194,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,195,ALONSO,313,Sector 1,Q1,1:04.472,0.029868594
0,196,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,197,ALONSO,309,Sector 1,Q1,1:04.472,0.029868594
0,198,ALONSO,306,Sector 1,Q1,1:04.472,0.029868594
0,199,ALONSO,302,Sector 1,Q1,1:04.472,0.029868594
0,200,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,201,ALONSO,297,Sector 1,Q1,1:04.472,0.029868594
0,202,ALONSO,287,Sector 1,Q1,1:04.472,0.029868594
0,203,ALONSO,282,Sector 1,Q1,1:04.472,0.029868594
0,204,ALONSO,282,Sector 1,Q1,1:04.472,0.029868594
0,205,ALONSO,278,Sector 1,Q1,1:04.472,0.029868594
0,206,ALONSO,273,Sector 1,Q1,1:04.472,0.029868594
0,207,ALONSO,273,Sector 1,Q1,1:04.472,0.029868594
0,208,ALONSO,264,Sector 1,Q1,1:04.472,0.029868594
0,209,ALONSO,264,Sector 1,Q1,1:04.472,0.029868594
0,210,ALONSO,255,Sector 1,Q1,1:04.472,0.029868594
0,211,ALONSO,255,Sector 1,Q1,1:04.472,0.029868594
0,212,ALONSO,246,Sector 1,Q1,1:04.472,0.029868594
0,213,ALONSO,246,Sector 1,Q1,1:04.472,0.029868594
0,214,ALONSO,246,Sector 1,Q1,1:04.472,0.029868594
0,215,ALONSO,237,Sector 1,Q1,1:04.472,0.029868594
0,216,ALONSO,237,Sector 1,Q1,1:04.472,0.029868594
0,217,ALONSO,227,Sector 1,Q1,1:04.472,0.029868594
0,218,ALONSO,222,Sector 1,Q1,1:04.472,0.029868594
0,219,ALONSO,222,Sector 1,Q1,1:04.472,0.029868594
0,220,ALONSO,212,Sector 1,Q1,1:04.472,0.029868594
0,221,ALONSO,212,Sector 1,Q1,1:04.472,0.029868594
0,222,ALONSO,212,Sector 1,Q1,1:04.472,0.029868594
0,223,ALONSO,203,Sector 1,Q1,1:04.472,0.029868594
0,224,ALONSO,201,Sector 1,Q1,1:04.472,0.029868594
0,225,ALONSO,201,Sector 1,Q1,1:04.472,0.029868594
0,226,ALONSO,196,Sector 1,Q1,1:04.472,0.029868594
0,227,ALONSO,194,Sector 1,Q1,1:04.472,0.029868594
0,228,ALONSO,191,Sector 1,Q1,1:04.472,0.029868594
0,229,ALONSO,191,Sector 1,Q1,1:04.472,0.029868594
0,230,ALONSO,191,Sector 1,Q1,1:04.472,0.029868594
0,231,ALONSO,187,Sector 1,Q1,1:04.472,0.029868594
0,232,ALONSO,184,Sector 1,Q1,1:04.472,0.029868594
0,233,ALONSO,184,Sector 1,Q1,1:04.472,0.029868594
0,234,ALONSO,179,Sector 1,Q1,1:04.472,0.029868594
0,235,ALONSO,179,Sector 1,Q1,1:04.472,0.029868594
0,236,ALONSO,175,Sector 1,Q1,1:04.472,0.029868594
0,237,ALONSO,172,Sector 1,Q1,1:04.472,0.029868594
0,238,ALONSO,172,Sector 1,Q1,1:04.472,0.029868594
0,239,ALONSO,170,Sector 1,Q1,1:04.472,0.029868594
0,240,ALONSO,169,Sector 1,Q1,1:04.472,0.029868594
0,241,ALONSO,167,Sector 1,Q1,1:04.472,0.029868594
0,242,ALONSO,167,Sector 1,Q1,1:04.472,0.029868594
0,243,ALONSO,165,Sector 1,Q1,1:04.472,0.029868594
0,244,ALONSO,164,Sector 1,Q1,1:04.472,0.029868594
0,245,ALONSO,164,Sector 1,Q1,1:04.472,0.029868594
0,246,ALONSO,161,Sector 1,Q1,1:04.472,0.029868594
0,247,ALONSO,161,Sector 1,Q1,1:04.472,0.029868594
0,248,ALONSO,160,Sector 1,Q1,1:04.472,0.029868594
0,249,ALONSO,160,Sector 1,Q1,1:04.472,0.029868594
0,250,ALONSO,158,Sector 1,Q1,1:04.472,0.029868594
0,251,ALONSO,158,Sector 1,Q1,1:04.472,0.029868594
0,252,ALONSO,156,Sector 1,Q1,1:04.472,0.029868594
0,253,ALONSO,156,Sector 1,Q1,1:04.472,0.029868594
0,254,ALONSO,156,Sector 1,Q1,1:04.472,0.029868594
0,255,ALONSO,154,Sector 1,Q1,1:04.472,0.029868594
0,256,ALONSO,154,Sector 1,Q1,1:04.472,0.029868594
0,257,ALONSO,154,Sector 1,Q1,1:04.472,0.029868594
0,258,ALONSO,152,Sector 1,Q1,1:04.472,0.029868594
0,259,ALONSO,151,Sector 1,Q1,1:04.472,0.029868594
0,260,ALONSO,151,Sector 1,Q1,1:04.472,0.029868594
0,261,ALONSO,149,Sector 1,Q1,1:04.472,0.029868594
0,262,ALONSO,149,Sector 1,Q1,1:04.472,0.029868594
0,263,ALONSO,147,Sector 1,Q1,1:04.472,0.029868594
0,264,ALONSO,146,Sector 1,Q1,1:04.472,0.029868594
0,265,ALONSO,146,Sector 1,Q1,1:04.472,0.029868594
0,266,ALONSO,146,Sector 1,Q1,1:04.472,0.029868594
