,Frame,Driver,Speed,Sector,Lap,Time,T_Delta
0,290,NORRIS,294,Sector 1,Q3,1:03.768,0.02952895649853216
0,291,NORRIS,295,Sector 1,Q3,1:03.768,0.02952895649853216
0,292,NORRIS,295,Sector 1,Q3,1:03.768,0.02952895649853216
0,293,NORRIS,295,Sector 1,Q3,1:03.768,0.02952895649853216
0,294,NORRIS,295,Sector 1,Q3,1:03.768,0.02952895649853216
0,295,NORRIS,296,Sector 1,Q3,1:03.768,0.02952895649853216
0,296,NORRIS,297,Sector 1,Q3,1:03.768,0.02952895649853216
0,297,NORRIS,297,Sector 1,Q3,1:03.768,0.02952895649853216
0,298,NORRIS,297,Sector 1,Q3,1:03.768,0.02952895649853216
0,299,NORRIS,297,Sector 1,Q3,1:03.768,0.02952895649853216
0,300,NORRIS,298,Sector 1,Q3,1:03.768,0.02952895649853216
0,301,NORRIS,298,Sector 1,Q3,1:03.768,0.02952895649853216
0,302,NORRIS,298,Sector 1,Q3,1:03.768,0.02952895649853216
0,303,NORRIS,299,Sector 1,Q3,1:03.768,0.02952895649853216
0,304,NORRIS,299,Sector 1,Q3,1:03.768,0.02952895649853216
0,305,NORRIS,300,Sector 1,Q3,1:03.768,0.02952895649853216
0,306,NORRIS,300,Sector 1,Q3,1:03.768,0.02952895649853216
0,307,NORRIS,300,Sector 1,Q3,1:03.768,0.02952895649853216
0,308,NORRIS,301,Sector 1,Q3,1:03.768,0.02952895649853216
0,309,NORRIS,301,Sector 1,Q3,1:03.768,0.02952895649853216
0,310,NORRIS,302,Sector 1,Q3,1:03.768,0.02952895649853216
0,311,NORRIS,302,Sector 1,Q3,1:03.768,0.02952895649853216
0,312,NORRIS,303,Sector 1,Q3,1:03.768,0.02952895649853216
0,313,NORRIS,303,Sector 1,Q3,1:03.768,0.02952895649853216
0,314,NORRIS,303,Sector 1,Q3,1:03.768,0.02952895649853216
0,315,NORRIS,303,Sector 1,Q3,1:03.768,0.02952895649853216
0,316,NORRIS,303,Sector 1,Q3,1:03.768,0.02952895649853216
0,317,NORRIS,304,Sector 1,Q3,1:03.768,0.02952895649853216
0,318,NORRIS,304,Sector 1,Q3,1:03.768,0.02952895649853216
0,319,NORRIS,304,Sector 1,Q3,1:03.768,0.02952895649853216
0,320,NORRIS,305,Sector 1,Q3,1:03.768,0.02952895649853216
0,321,NORRIS,305,Sector 1,Q3,1:03.768,0.02952895649853216
0,322,NORRIS,305,Sector 1,Q3,1:03.768,0.02952895649853216
0,323,NORRIS,305,Sector 1,Q3,1:03.768,0.02952895649853216
0,324,NORRIS,305,Sector 1,Q3,1:03.768,0.02952895649853216
0,325,NORRIS,306,Sector 1,Q3,1:03.768,0.02952895649853216
0,326,NORRIS,306,Sector 1,Q3,1:03.768,0.02952895649853216
0,327,NORRIS,306,Sector 1,Q3,1:03.768,0.02952895649853216
0,328,NORRIS,306,Sector 1,Q3,1:03.768,0.02952895649853216
0,329,NORRIS,306,Sector 1,Q3,1:03.768,0.02952895649853216
0,330,NORRIS,307,Sector 1,Q3,1:03.768,0.02952895649853216
0,331,NORRIS,308,Sector 1,Q3,1:03.768,0.02952895649853216
0,332,NORRIS,308,Sector 1,Q3,1:03.768,0.02952895649853216
0,333,NORRIS,308,Sector 1,Q3,1:03.768,0.02952895649853216
0,334,NORRIS,308,Sector 1,Q3,1:03.768,0.02952895649853216
0,335,NORRIS,308,Sector 1,Q3,1:03.768,0.02952895649853216
0,336,NORRIS,309,Sector 1,Q3,1:03.768,0.02952895649853216
0,337,NORRIS,309,Sector 1,Q3,1:03.768,0.02952895649853216
0,338,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,339,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,340,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,341,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,342,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,343,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,344,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,345,NORRIS,310,Sector 1,Q3,1:03.768,0.02952895649853216
0,346,NORRIS,311,Sector 1,Q3,1:03.768,0.02952895649853216
