Unnamed: 0,Frame,Driver,Speed,Sector,Lap,Lap Time,T_Delta
0,86,HAMILTON,263,,Q3,1:26.134,0.027265900614857373
0,87,HAMILTON,263,,Q3,1:26.134,0.027265900614857373
0,88,HAMILTON,263,,Q3,1:26.134,0.027265900614857373
0,89,HAMILTON,263,,Q3,1:26.134,0.027265900614857373
0,90,HAMILTON,263,,Q3,1:26.134,0.027265900614857373
0,91,HAMILTON,264,,Q3,1:26.134,0.027265900614857373
0,92,HAMILTON,264,,Q3,1:26.134,0.027265900614857373
0,93,HAMILTON,265,,Q3,1:26.134,0.027265900614857373
0,94,HAMILTON,265,,Q3,1:26.134,0.027265900614857373
0,95,HAMILTON,266,,Q3,1:26.134,0.027265900614857373
0,96,HAMILTON,266,,Q3,1:26.134,0.027265900614857373
0,97,HAMILTON,266,,Q3,1:26.134,0.027265900614857373
0,98,HAMILTON,266,,Q3,1:26.134,0.027265900614857373
0,99,HAMILTON,267,,Q3,1:26.134,0.027265900614857373
0,100,HAMILTON,267,,Q3,1:26.134,0.027265900614857373
0,101,HAMILTON,268,,Q3,1:26.134,0.027265900614857373
0,102,HAMILTON,268,,Q3,1:26.134,0.027265900614857373
0,103,HAMILTON,269,,Q3,1:26.134,0.027265900614857373
0,104,HAMILTON,269,,Q3,1:26.134,0.027265900614857373
0,105,HAMILTON,269,,Q3,1:26.134,0.027265900614857373
0,106,HAMILTON,270,,Q3,1:26.134,0.027265900614857373
0,107,HAMILTON,270,,Q3,1:26.134,0.027265900614857373
0,108,HAMILTON,271,,Q3,1:26.134,0.027265900614857373
0,109,HAMILTON,271,,Q3,1:26.134,0.027265900614857373
0,110,HAMILTON,271,,Q3,1:26.134,0.027265900614857373
0,111,HAMILTON,271,,Q3,1:26.134,0.027265900614857373
0,112,HAMILTON,271,,Q3,1:26.134,0.027265900614857373
0,113,HAMILTON,272,,Q3,1:26.134,0.027265900614857373
0,114,HAMILTON,272,,Q3,1:26.134,0.027265900614857373
0,115,HAMILTON,273,,Q3,1:26.134,0.027265900614857373
0,116,HAMILTON,273,,Q3,1:26.134,0.027265900614857373
0,117,HAMILTON,274,,Q3,1:26.134,0.027265900614857373
0,118,HAMILTON,274,,Q3,1:26.134,0.027265900614857373
0,119,HAMILTON,274,,Q3,1:26.134,0.027265900614857373
0,120,HAMILTON,274,,Q3,1:26.134,0.027265900614857373
0,121,HAMILTON,275,,Q3,1:26.134,0.027265900614857373
0,122,HAMILTON,275,,Q3,1:26.134,0.027265900614857373
0,123,HAMILTON,275,,Q3,1:26.134,0.027265900614857373
0,124,HAMILTON,276,,Q3,1:26.134,0.027265900614857373
0,125,HAMILTON,276,,Q3,1:26.134,0.027265900614857373
0,126,HAMILTON,276,,Q3,1:26.134,0.027265900614857373
0,127,HAMILTON,276,,Q3,1:26.134,0.027265900614857373
0,128,HAMILTON,276,,Q3,1:26.134,0.027265900614857373
0,129,HAMILTON,277,,Q3,1:26.134,0.027265900614857373
0,130,HAMILTON,277,,Q3,1:26.134,0.027265900614857373
0,131,HAMILTON,277,,Q3,1:26.134,0.027265900614857373
0,132,HAMILTON,278,,Q3,1:26.134,0.027265900614857373
0,133,HAMILTON,278,,Q3,1:26.134,0.027265900614857373
0,134,HAMILTON,279,,Q3,1:26.134,0.027265900614857373
0,135,HAMILTON,279,,Q3,1:26.134,0.027265900614857373
0,136,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,137,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,138,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,139,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,140,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,141,HAMILTON,280,,Q3,1:26.134,0.027265900614857373
0,142,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,143,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,144,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,145,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,146,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,147,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,148,HAMILTON,281,,Q3,1:26.134,0.027265900614857373
0,149,HAMILTON,282,,Q3,1:26.134,0.027265900614857373
0,150,HAMILTON,282,,Q3,1:26.134,0.027265900614857373
0,151,HAMILTON,282,,Q3,1:26.134,0.027265900614857373
0,152,HAMILTON,282,,Q3,1:26.134,0.027265900614857373
0,153,HAMILTON,282,,Q3,1:26.134,0.027265900614857373
0,154,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,155,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,156,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,157,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,158,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,159,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,160,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,161,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,162,HAMILTON,283,,Q3,1:26.134,0.027265900614857373
0,163,HAMILTON,284,,Q3,1:26.134,0.027265900614857373
0,164,HAMILTON,284,,Q3,1:26.134,0.027265900614857373
0,165,HAMILTON,285,,Q3,1:26.134,0.027265900614857373
0,166,HAMILTON,285,,Q3,1:26.134,0.027265900614857373
0,167,HAMILTON,286,,Q3,1:26.134,0.027265900614857373
0,168,HAMILTON,286,,Q3,1:26.134,0.027265900614857373
